TOTALNUMBEROFRECIPIENTS,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,PROVIDERNAME,PROVIDER TYPE,PROVIDER PRIMESSPECIALTY,PROVIDER ADDR STREET1,PROVIDER ADDR STREET2,PROVIDER ADDR CITY,PROVIDER ADDR STATE,PROVIDER ZIP CODE,PROVIDER GEO LATITUDE,PROVIDER GEO LONGITUDE,DOMINANTDIAGNOSIS
42,352,1250560,WATERFORD PLACE HEALTH CAMPUS-KOKOMO,Extended Care Facility,Nursing Facility,800 ST JOSEPH DR,,KOKOMO,IN,46901,40.491115,-86.161894,Encounter for other specified aftercare
263,1245,64708,MURPHY URBAN & ASSOCS PSYCHOLOGICAL SVC,Mental Health Provider,Health Service Provider in Psychology (HSPP),2740 S 7TH ST,,TERRE HAUTE,IN,47802,39.43718,-87.40685,"Attention-deficit hyperactivity disorder, combined type                                             "
2209,3339,157243,EMERGENCY MEDICINE OF EASTERN INDIANA P,Physician,Emergency Medicine Practitioner,1100 REID PARKWAY,,RICHMOND,IN,47374,39.862818,-84.885379,Unspecified abdominal pain
100,138,5933,LA PORTE CLINIC COMPANY LLC,Clinic,Medical Clinic,400 LEGACY PLAZA WEST,,LA PORTE,IN,46350,41.601534,-86.69546,Essential (primary) hypertension
1058,1373,657455,"IU HEALTH NORTH HOSPITAL, INC",Hospital,Acute Care,11700 N MERIDIAN ST,,CARMEL,IN,46032,39.955865,-86.157923,Unspecified abdominal pain
77,103,6894,FULTON COUNTY MEDICAL CLINIC,Physician,Family Practitioner,100 E DUNN STREET,,FULTON,IN,46931,40.94719,-86.2627,Encntr for routine child health exam w/o abnormal findings
42,591,1157710,HAMILTON TRACE OF FISHERS,Extended Care Facility,Nursing Facility,11851 CUMBERLAND RD,,FISHERS,IN,46037,39.95857,-85.99443,Unspecified dementia without behavioral disturbance
32,540,672216,BRIDGEWATER CTR FOR HEALTH & REHAB,Extended Care Facility,Nursing Facility,715 N MILL ST,,HARTFORD CITY,IN,47348,40.456465,-85.360609,Unspecified dementia without behavioral disturbance
24,59,613,FRESENIUS MEDICAL CARE NOBLESVILLE,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,165 SHERIDAN RD,,NOBLESVILLE,IN,46060,40.047417,-86.024867,End stage renal disease
33,40,1089,INDIANA UNIVERSITY RADIOLOGY ASSOCIATES,Physician,Radiologist,13000 E 136TH ST,NULL,FISHERS,IN,46037,39.988024,-85.930666,Unspecified abdominal pain
143,5161,3165850,ABOVE & BEYOND HOMECARE INC,Home Health Agency,Home Health Agency,1320 E 53RD ST STE A,,ANDERSON,IN,46013,40.06185,-85.664872,"Chronic obstructive pulmonary disease, unspecified                                                  "
76,136,6525,CARDIOVASCULAR CONSULTANTS OF MARION,Physician,Cardiologist,1123 NORTH WESTERN AVE,,MARION,IN,46952,40.57289,-85.674205,Essential (primary) hypertension
41,82,7424,ST VINCENT PEDIATRIC SUBSPECIALTIES,Physician,Nephrologist,8402 HARCOURT ROAD #320,,INDIANAPOLIS,IN,46260,39.909228,-86.19389,Essential (primary) hypertension
130,260,18934,IU HEALTH BEDFORD PHYSICIANS LLC,Clinic,Medical Clinic,642 W HOSPITAL RD,,PAOLI,IN,47454,38.567664,-86.476535,Essential (primary) hypertension
132,816,21970,MCCALLISTER              LARRY        L,Physician,Family Practitioner,217 S CHERRY ST,,MUNCIE,IN,47305,40.192762,-85.391003,Essential (primary) hypertension
27,208,111497,ANDERSON'S MEDICAL PRODUCTS,DME/Medical Supply Dealer,HME/Home Medical Equipment,522 WEST 2ND STREET,,BLOOMINGTON,IN,47403,39.1614,-86.538943,"Quadriplegia, unspecified                                                                           "
652,1121,109898,MEMORIAL CHILDRENS HOSP NAVARRE PED,Clinic,Medical Clinic,100 NAVARRE PL STE 4440,,SOUTH BEND,IN,46601,41.68316,-86.25103,Encntr for routine child health exam w/o abnormal findings
72,1980,2458920,THE TIMBERS OF JASPER,Extended Care Facility,Nursing Facility,2909 HOWARD DR,,JASPER,IN,47546,38.415037,-86.94134,Dementia in oth diseases classd elswhr w/o behavrl disturb
44,62,22311,RURAL/METRO AMBULANCE,Transportation Provider,Ambulance,1101 MICHIGAN AVENUE,,LOGANSPORT,IN,46947,40.76244,-86.36125,Encounter for other general examination
44,1095,154886,NEED A NURSE INC,Waiver Provider,Aged & Disabled Waiver (A&D),2318 W FRANKLIN ST,,EVANSVILLE,IN,47712,37.980513,-87.599212,Other malaise
100,115,4289,UNION HOSPITAL INC,Clinic,Medical Clinic,1606 N 7TH ST,,TERRE HAUTE,IN,47804,39.485046,-87.407027,"Major depressv disorder, recurrent severe w/o psych features                                        "
62,233,5670,CVS PHARMACY #6613,Pharmacy,Pharmacy,4401 E. 10TH STREET,,INDIANAPOLIS,IN,46201,39.77509,-86.10957,Type 2 diabetes mellitus without complications
131,149,3538,RADIOLOGY INC,Physician,Radiologist,1115 PROFESSIONAL DR,,GOSHEN,IN,46526,41.572797,-85.850046,"Chest pain, unspecified                                                                             "
222,841,28197,UNIVERSITY OF CHICAGO PHYS GROUP,Clinic,Medical Clinic,5841 S MARYLAND,MC1099,CHICAGO,IL,60637,41.788761,-87.604925,"Heart failure, unspecified                                                                          "
483,1005,29932,INTERNAL MEDICINE ASSOCIATES,Clinic,Medical Clinic,8895 BROADWAY,,MERRILLVILLE,IN,46410,41.45725,-87.33558,Gastro-esophageal reflux disease without esophagitis
31,37,3705,SOUTHWEST DISTRICT AMBULANCE SERVICE,Transportation Provider,Ambulance,30 S WASHINGTON STREET,,KNIGHTSTOWN,IN,46148,39.794961,-85.524746,"Chest pain, unspecified                                                                             "
543,741,31591,NEW CASTLE CLINIC INC,Clinic,Medical Clinic,1007 N 16TH ST,,NEW CASTLE,IN,47362,39.94186,-85.36503,"Acute pharyngitis, unspecified                                                                      "
113,133,12861,INDIANA UNIVERSITY EYE CARE INC,Physician,Ophthalmologist,1160 W MICHIGAN ST,,INDIANAPOLIS,IN,46202,39.774671,-86.180814,"Myopia, bilateral                                                                                   "
83,617,445313,COLLABORATING FOR KIDS LLC,Mental Health Provider,Health Service Provider in Psychology (HSPP),1701 LIBRARY BLVD STE A,,GREENWOOD,IN,46142,39.607749,-86.157349,Autistic disorder
83,3599,564961,THE ARC NOBLE COUNTY FOUNDATIONS INC,Waiver Provider,Waiver-Traumatic Brain Injury (TBI),506 S ORANGE ST,,ALBION,IN,46701,41.39059,-85.424029,"Illness, unspecified                                                                                "
108,160,16418,REID NEUROLOGY ASSOCIATES,Physician,Neurologist,1050 REID PKWY,STE 210,RICHMOND,IN,47374,39.862839,-84.8858,"Epilepsy, unsp, not intractable, without status epilepticus                                         "
39,45,1183,SOUTHERN INDIANA RADIOLOGICAL-PAOLI,Physician,Radiologist,ORANGE COUNTY HOSPITAL,642 W HOSPITAL RD,PAOLI,IN,47454,38.54033,-86.46657,"Chest pain, unspecified                                                                             "
85,449,9789,BEACON MEDICAL GROUP KIDNEY,Physician,Nephrologist,100 NAVARRE PLACE,SUITE 4405,SOUTH BEND,IN,46601,41.68316,-86.25103,End stage renal disease
2076,3563,274988,ESKENAZI HEALTH CENTER BLACKBURN,Clinic,Federally Qualified Health Clinic (FQHC),2700 DR MARTIN LUTHER KING JR,,INDIANAPOLIS,IN,46208,39.80554,-86.17164,Encntr for routine child health exam w/o abnormal findings
42,44,8755,MOSER & MOSER OPTOMETRISTS INC,Optometrist,Optometrist,1900 SOUTH P STREET,,ELWOOD,IN,46036,40.26253,-85.8373,"Myopia, bilateral                                                                                   "
29,64,1024,KALLURI                  KAMESWARI    P,Physician,General Internist,800 MACARTHUR BLVD,SUITE 12 B,MUNSTER,IN,46321,41.5501,-87.509,Essential (primary) hypertension
126,242,17026,"MARATHON MEDICAL, INC",Physician,Family Practitioner,1306 E SEVENTH ST STE C,,AUBURN,IN,46706,41.367615,-85.03801,Encntr for routine child health exam w/o abnormal findings
24,24,1605,COMMUNITY HOWARD PHYSICIAN NETWORK LLC,Physician,General Internist,806 S BERKLEY,,KOKOMO,IN,46901,40.480019,-86.155477,Encntr for routine child health exam w/o abnormal findings
35,36,5101,THE ENDOSCOPY CENTER AT ST FRANCIS LLC,Ambulatory Surgical Center (ASC),Ambulatory Surgical Center (ASC),8051 S EMERSON STE 150,,INDIANAPOLIS,IN,46237,39.650153,-86.082646,"Dysphagia, unspecified                                                                              "
1002,6209,246233,LINCARE PHARMACY SERVICES INC.,Pharmacy,Pharmacy,4825 140TH AVE SUITE A,,CLEARWARTER,FL,33762,27.89914,-82.699553,"Chronic obstructive pulmonary disease, unspecified                                                  "
89,94,13812,GRAMELSPACHER OPTOMETRY CLINIC,Optometrist,Optometrist,115 E 9TH ST,,JASPER,IN,47546,38.393669,-86.930611,"Myopia, bilateral                                                                                   "
32,39,1257,ST VINCENT MEDICAL GROUP INC,Physician,Dermatologist,9240 N MERIDIAN ST #250,,INDIANAPOLIS,IN,46260,39.921627,-86.158,"Chest pain, unspecified                                                                             "
214,333,20933,LUTHERAN MEDICAL GROUP LLC,Physician,Family Practitioner,6404 ROTHMAN RD,,FORT WAYNE,IN,46835,41.14954,-85.06184,Encntr for routine child health exam w/o abnormal findings
116,464,29760,MAPPS,Mental Health Provider,Outpatient Mental Health Clinic,3010 EAST STATE BLVD #100,,FORT WAYNE,IN,46805,41.09729,-85.101036,"Anxiety disorder, unspecified                                                                       "
50,152,3753,ON THE MOVE TRANSPORT LLC,Transportation Provider,Common Carrier (Ambulatory),935 DURBIN ST,,GARY,IN,46406,41.594533,-87.399883,"Illness, unspecified                                                                                "
45,260,208272,ADAPTIVE NURSING AND HLTHCARE SERV INC,Waiver Provider,Aged & Disabled Waiver (A&D),702 NORTH SHORE DR STE 102,,JEFFERSONVILLE,IN,47130,38.270799,-85.748393,"Illness, unspecified                                                                                "
39,44,4733,JATINDER N KAUSHAL,Physician,Gastroenterologist,JATINDER N KAUSHAL MD INC,315 W LINCOLN RD STE A,KOKOMO,IN,46902,40.44967,-86.1263,"Dysphagia, unspecified                                                                              "
25,668,544768,LARRIS-IFY HOME CARE,Home Health Agency,Home Health Agency,5445 LAFAYETTE ROAD,,INDIANAPOLIS,IN,46254,39.849241,-86.259683,Type 2 diabetes mellitus without complications
159,164,6012,ONHEALTHCARE,Optometrist,Optometrist,8425 WOODFIELD CROSSING BLVD,STE 100,INDIANAPOLIS,IN,46240,39.909666,-86.120193,Type 2 diabetes mellitus without complications
161,350,26993,SOUTHERN INDIANA PEDIATRICS LLC,Physician,General Pediatrician,1949 HOSPITAL DRIVE,,MARTINSVILLE,IN,46151,39.427671,-86.404779,Encntr for routine child health exam w/o abnormal findings
210,352,25859,PARKVIEW HEALTH SYSTEM INC,Physician,Family Practitioner,8607 TEMPLE DR,,FORT WAYNE,IN,46809,41.004759,-85.170082,Encntr for routine child health exam w/o abnormal findings
28,129,706,CVS PHARMACY #6875,Pharmacy,Pharmacy,930 N GOSPEL ST,,PAOLI,IN,47454,38.566168,-86.46481,Type 2 diabetes mellitus without complications
40,611,41969,RHYTHM GARDEN MUSIC LLC,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),101 E MAIN ST STE B,,JASONVILLE,IN,47438,39.16305,-87.1989,"Illness, unspecified                                                                                "
481,2359,30875,WALL STREET MEDICAL GRP,Physician,General Internist,73 QUARTERMASTER CT,,JEFFERSONVILLE,IN,47130,38.283607,-85.740127,"Chronic obstructive pulmonary disease, unspecified                                                  "
643,1313,56357,MERIDIAN HEALTH SERVICES CORP,Clinic,Medical Clinic,100 N TILLOTSON AVE,,MUNCIE,IN,47304,40.19383,-85.41917,Essential (primary) hypertension
2735,5291,493398,MARION PEDIATRICS LLC,Physician,General Pediatrician,1411 W BELLA DR,,MARION,IN,46953,40.53252,-85.65637,Encntr for routine child health exam w/o abnormal findings
662,887,487556,BAPTIST HEALTH FLOYD,Hospital,Acute Care,1850 STATE ST,,NEW ALBANY,IN,47150,38.300113,-85.834686,Low back pain
49,95,51171,"METHODIST HOSPITAL-HENDERSON,KY",Hospital,Acute Care,1305 N ELM STREET,,HENDERSON,KY,42420,37.853783,-87.581313,Type 2 diabetes mellitus with hyperglycemia
280,2987,84175,LAKESHORE EMS,Transportation Provider,Ambulance,3480 EAST 83RD PLACE,,MERRILLVILLE,IN,46410,41.465554,-87.297496,Cereb infrc due to unsp occls or stenos of unsp cereb artery
45,62,7029,MIDWEST EYE CONSULTANTS LIMA,Optometrist,Optometrist,9426 LIMA RD STE C,,FORT WAYNE,IN,46818,41.168275,-85.165667,"Myopia, bilateral                                                                                   "
82,114,5794,ST VINCENT EVANSVILLE MEDICAL GROUP,Physician,Pulmonary Disease Specialist,3700 WASHINGTON AVE,3RD FLOOR A,EVANSVILLE,IN,47714,37.9624,-87.504273,Obstructive sleep apnea (adult) (pediatric)
171,180,25780,JIM I SOWDERS ODPC,Optometrist,Optometrist,1615  O STREET,,BEDFORD,IN,47421,38.860859,-86.49154,"Hypermetropia, bilateral                                                                            "
84,131,11554,PARKVIEW PHYSICIANS GROUP,Physician,Cardiologist,306 E MAUMEE ST,STE 201,ANGOLA,IN,46703,41.63489,-84.996902,Athscl heart disease of native coronary artery w/o ang pctrs
71,205,9189,LPS BEHAVIORAL HEALTH LLC,Mental Health Provider,Health Service Provider in Psychology (HSPP),3630 MEADOWS DR,,MARTINSVILLE,IN,46151,39.373683,-86.46343,Generalized anxiety disorder
26,78,3138,DEACONESS HOME MEDICAL EQUIPMENT,DME/Medical Supply Dealer,DME/Medical Supply Dealer,4482 NORTH FIRST AVENUE,,EVANSVILLE,IN,47710,38.019688,-87.574033,"Chronic obstructive pulmonary disease, unspecified                                                  "
99,102,14875,FISCHER EYECARE SPECIALIST INC,Optometrist,Optometrist,1125 MEDICAL PLACE,,SEYMOUR,IN,47274,38.95709,-85.873855,"Hypermetropia, bilateral                                                                            "
138,160,11930,GOOD SAMARITAN HOSP PHYSICIAN SVCS INC,Physician,Family Practitioner,2005 STATE ST  STE A,,WASHINGTON,IN,47501,38.655171,-87.152491,Encntr for routine child health exam w/o abnormal findings
37,268,138641,SENIOR & FAMILY SERVICES INC-WAIVER,Waiver Provider,Aged & Disabled Waiver (A&D),211 E MAIN ST,,WASHINGTON,IN,47501,38.656931,-87.173227,"Illness, unspecified                                                                                "
193,302,16011,BLUFFTON PHYSICIAN SERVICES LLC,Physician,Family Practitioner,201 E SOUTH ST,,MARKLE,IN,46770,40.8283,-85.3341,Encntr for routine child health exam w/o abnormal findings
515,3052,48712,ROBERT F LEBOW MD LLC,Physician,Geriatric Practitioner,907 E MICHIGAN STREET,,INDIANAPOLIS,IN,46202,39.77375,-86.141515,Essential (primary) hypertension
1097,2293,156675,COMMUNITY HC JACKSON COUNTY,Clinic,Federally Qualified Health Clinic (FQHC),113 N CHESTNUT ST,,SEYMOUR,IN,47274,38.958422,-85.890136,Encntr for routine child health exam w/o abnormal findings
254,389,34888,COERS                    BRADFORD     R,Optometrist,Optometrist,2520 CALIFORNIA ST STE G,,COLUMBUS,IN,47201,39.223258,-85.914397,"Hypermetropia, bilateral                                                                            "
332,74855,2177080,OLDER AMERICANS SERVICE CORP (WVR),Waiver Provider,Aged & Disabled Waiver (A&D),1901 S ORLEANS WAY,,ORLEANS,IN,47452,38.64835,-86.45444,Encounter for other general examination
1560,2194,825509,FRANCISCAN HEALTH CROWN POINT,Hospital,Acute Care,1201 S MAIN STREET,,CROWN POINT,IN,46307,41.3965,-87.36442,Encounter for antineoplastic radiation therapy
1193,1978,127474,ON SIGHT EYE CONSULTANTS,Optometrist,Optometrist,837 N CASS ST,,WABASH,IN,46992,40.808493,-85.831549,Type 2 diabetes mellitus without complications
39,295,29300,PRIORITY CASE MANAGEMENT LLC,Waiver Provider,Aged & Disabled Waiver (A&D),3517 WHITE CLIFF WAY,,WHITESTOWN,IN,46075,39.989237,-86.346791,"Quadriplegia, unspecified                                                                           "
206,11731,5559821,PATHFINDERS SERVICES INC-WAIVER,Waiver Provider,Waiver-Traumatic Brain Injury (TBI),1152 E STATE ST,,HUNTINGTON,IN,46750,40.881637,-85.480502,"Illness, unspecified                                                                                "
76,133,11567,EYE ASSOCIATES GROUP LLC,Optometrist,Optometrist,926 W WALNUT ST,,ALBANY,IN,47320,40.30181,-85.246537,"Myopia, bilateral                                                                                   "
87,95,5114,UNIVERSITY FAMILY PHYSICIANS INC,Physician,Family Practitioner,720 ESKENAZI AVE,,INDIANAPOLIS,IN,46202,39.77763,-86.18284,Type 2 diabetes mellitus without complications
285,353,59855,ST VINCENT HOSPITAL-TRANSPORTATION,Transportation Provider,Ambulance,7950 GEORGETOWN RD STE 500,,INDIANAPOLIS,IN,46268,39.89795,-86.240965,"Acute upper respiratory infection, unspecified                                                      "
315,6132,279651,PATIENT ACCESS TRANSPORTATION,Transportation Provider,Common Carrier (Ambulatory),1135 SOUTHPOINT DR,,FRANKLIN,IN,46131,39.52173,-86.081317,"Illness, unspecified                                                                                "
48,55,3782,FRANCISCAN PHYSICIAN NETWORK,Physician,Orthopedic Surgeon,2068 LUCAS PKWY,,LOWELL,IN,46356,41.287131,-87.39273,"Acute upper respiratory infection, unspecified                                                      "
72,529,2253769,MEADOWS MANOR EAST,Extended Care Facility,Nursing Facility,3300 POPLAR ST,,TERRE HAUTE,IN,47803,39.46295,-87.36951,"Alzheimer's disease, unspecified                                                                    "
145,209,25996,ST VINCENT PEDIATRIC SUBSPECIALTIES,Physician,"Otologist, Laryngologist, Rhinologist                                                               ",8402 HARCOURT RD #400,,INDIANAPOLIS,IN,46260,39.909228,-86.19389,Obstructive sleep apnea (adult) (pediatric)
289,735,26393,DALAL MEDICAL CORPORATION,Physician,Gastroenterologist,5825 BROADWAY AVE STE B,,MERRILLVILLE,IN,46410,41.513056,-87.336049,"Dysphagia, unspecified                                                                              "
260,523,22983,IU ANESTHESIOLOGY ASSOC CHRONIC PAIN,Physician,Anesthesiologist,550 N UNIVERSITY BLVD,,INDIANAPOLIS,IN,46202,39.775287,-86.175527,Low back pain
296,817,28491,VALLE VISTA GUIDANCE CENTER PC,Physician,Psychiatrist,896 E MAIN ST STE 4,,GREENWOOD,IN,46143,39.61422,-86.08644,"Major depressive disorder, recurrent, moderate                                                      "
461,2285,240777,CARE-A-VAN INC,Transportation Provider,Common Carrier (Ambulatory),2200 HAWKINS ROAD,,RICHMOND,IN,47374,39.839146,-84.875515,
56,90,3161,AMERICAN HEALTH NETWORK OF IN.LLC,Clinic,Medical Clinic,3750 LANDMARK DR STE A,,LAFAYETTE,IN,47905,40.404758,-86.840653,Essential (primary) hypertension
24,27,2637,SOUTH BEND CLINIC SURGICENTER,Ambulatory Surgical Center (ASC),Ambulatory Surgical Center (ASC),211 N EDDY ST,,SOUTH BEND,IN,46617,41.678035,-86.235234,Low back pain
338,679,26968,DEKALB HEALTH,Physician,Family Practitioner,409 EAST WASHINGTON ST,,BUTLER,IN,46721,41.4316,-84.867777,Encntr for routine child health exam w/o abnormal findings
34,90,812,RAINMAKER PRODUCTION SERVICES LLC,Physician,General Internist,1910 WEST ROYALE DRIVE,,MUNCIE,IN,47304,40.216033,-85.408492,Type 2 diabetes mellitus without complications
304,1791,92669,LINCARE INC-LEBANON,Pharmacy,DME/Medical Supply Dealer,374 N MOUNT ZION RD,,LEBANON,IN,46052,40.040443,-86.491009,"Chronic obstructive pulmonary disease, unspecified                                                  "
165,583,2076126,HEART TO HEART HOSPICE OF CENTRAL IN,Hospice,Hospice,1385 N BALDWIN AVE,,MARION,IN,46952,40.575328,-85.672692,"Alzheimer's disease, unspecified                                                                    "
380,605,120194,"MILLENNIUM HEALTH, LLC",Laboratory,Independent Lab,16981 VIA TAZON,STE F,SAN DIEGO,CA,92127,33.024054,-117.085341,Other persistent mood [affective] disorders
63,678,1803603,CASTLETON HEALTH CARE CENTER,Extended Care Facility,Nursing Facility,7630 E 86TH ST,,INDIANAPOLIS,IN,46256,39.91252,-86.037858,Essential (primary) hypertension
4120,6238,209584,MEDICAL ASSOCIATES LLP,Physician,Emergency Medicine Practitioner,COMMUNITY HOSPITAL OF IND,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,39.78271,-86.04711,"Chest pain, unspecified                                                                             "
23,507,335521,EPIC HEALTH SERVICES,Home Health Agency,Home Health Agency,220 INSURANCE DR STE C,,FORT WAYNE,IN,46825,41.137644,-85.141999,"Cerebral palsy, unspecified                                                                         "
281,2076,112858,LINCARE INC-VINCENNES,Pharmacy,DME/Medical Supply Dealer,1128 S 15TH ST,,VINCENNES,IN,47591,38.662241,-87.531979,"Chronic obstructive pulmonary disease, unspecified                                                  "
94,124,9013,"EYE ASSOC. OF SO. IN., INC.-CORYDON",Physician,Ophthalmologist,215 E CHESTNUT ST,,CORYDON,IN,47112,38.210566,-86.125242,"Myopia, bilateral                                                                                   "
29,29,1805,"MICHELLE L. FRYE, O.D. LLC",Optometrist,Optometrist,10240 COLDWATER RD,,FORT WAYNE,IN,46825,41.175558,-85.131041,"Hypermetropia, bilateral                                                                            "
746,2124,101591,MIDWEST AMBULANCE SERVICE INC,Transportation Provider,Ambulance,8450 W WASHINGTON ST,,INDIANAPOLIS,IN,46231,39.73775,-86.32226,Ill-defined and unknown cause of mortality
27,80,1949,WALGREENS #12344,Pharmacy,Pharmacy,1945 LINCOLNWAY E,,SOUTH BEND,IN,46613,41.657742,-86.217174,Type 2 diabetes mellitus without complications
60,1544,2020472,PRAIRIE VILLAGE NURSING AND REHAB CTR,Extended Care Facility,Nursing Facility,801 S STATE RD 57,,WASHINGTON,IN,47501,38.646794,-87.172426,Parkinson's disease
223,296,4749,DIAGNOSTIC IMAGING ALLIANCE LOUISVILLE,Physician,Radiologist,200 E CHESTNUT STREET,,LOUISVILLE,KY,40202,38.24824,-85.7515,Unspecified abdominal pain
151,2196,1428498,BRIDGES OF INDIANA,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),1200 S TILLOTSON OPAS STE 7,,MUNCIE,IN,47304,40.18433,-85.42317,"Illness, unspecified                                                                                "
23,89,5994,HLS HEALTH AND WELLNESS,DME/Medical Supply Dealer,DME/Medical Supply Dealer,901 E MAIN ST,,PETERSBURG,IN,47567,38.49212,-87.27874,Obstructive sleep apnea (adult) (pediatric)
164,175,13422,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,Psychiatrist,3000 S STATE ROAD 135,STE 230,GREENWOOD,IN,46143,39.569831,-86.158886,Encntr for routine child health exam w/o abnormal findings
364,596,24927,ST VINCENT MEDICAL GROUP INC,Physician,Family Practitioner,602 N 5TH ST,,MIDDLETOWN,IN,47356,40.060374,-85.53355,Encntr for routine child health exam w/o abnormal findings
45,57,1764,COMMUNITY MEDICAL ASSOCIATES,Physician,Cardiovascular Surgeon,6420 DUTCHMANS PKWY,STE 200,LOUISVILLE,KY,40205,38.230132,-85.64119,"Chest pain, unspecified                                                                             "
169,186,19340,ESKENAZI MEDICAL GROUP,Clinic,Medical Clinic,WESTSIDE HEALTH CENTER,2732 W MICHIGAN STREET,INDIANAPOLIS,IN,46222,39.79106,-86.2134,Essential (primary) hypertension
45,207,7424,BEHAVIORAL HEALTHCARE SERVICES,Mental Health Provider,Outpatient Mental Health Clinic,2515 KOTTER AVE,,EVANSVILLE,IN,47715,37.998007,-87.481674,Mild intellectual disabilities
26,101,5814,"WOMEN'S HOSPITAL, THE",Hospital,Acute Care,4199 GATEWAY BLVD,,NEWBURGH,IN,47630,37.975711,-87.445969,Low back pain
22,328,108870,HELP AT HOME SKILLED CARE (WAIVER),Waiver Provider,Aged & Disabled Waiver (A&D),22 EXECUTIVE DR,,LAFAYETTE,IN,47905,40.417959,-86.84377,"Illness, unspecified                                                                                "
1268,1681,150634,"EYE ASSOC. OF SO. IN., INC. JEFFERSON",Physician,Ophthalmologist,302 W 14TH ST STE 100A,,JEFFERSONVLLE,IN,47130,38.284318,-85.749632,"Myopia, bilateral                                                                                   "
63,91,7166,PFC PIERCETON,Clinic,Medical Clinic,5 MATCHETT DR,,PIERCETON,IN,46562,41.202236,-85.700398,Encntr for routine child health exam w/o abnormal findings
1695,2170,141705,MIDWEST EMERGENCY ASSOC-MUNSTER LLC,Physician,Emergency Medicine Practitioner,901 MACARTHUR BLVD,,MUNSTER,IN,46321,41.549561,-87.505471,Other chest pain
25,87,1599,ADVANCED HEALTH SERVICES,DME/Medical Supply Dealer,DME/Medical Supply Dealer,6315 WARREN SHARON RD,,BROOKFIELD,OH,44403,41.235873,-80.591769,Obstructive sleep apnea (adult) (pediatric)
94,4178,2305513,CORNERSTONE ASSOCIATES LLC,Waiver Provider,Aged & Disabled Waiver (A&D),6967 HILLSDALE CT,,INDIANAPOLIS,IN,46250,39.896136,-86.046795,"Illness, unspecified                                                                                "
42,46,4429,M G GRUNDMAN & SONS INC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,906 N 7TH STREET,P.O. BOX 404,VINCENNES,IN,47591,38.680773,-87.520862,Type 2 diabetes mellitus without complications
31,35,1353,NORRIS LOVE & BLESSINGER ORTHO & SPINE,Physician,Orthopedic Surgeon,1900 ST CHARLES ST,,JASPER,IN,47546,38.40356,-86.9519,Low back pain
267,423,31229,AMERICAN HEALTH NETWORK OF INDIANA LLC,Physician,Family Practitioner,10421 E COUNTY ROAD 100 N,,INDIANAPOLIS,IN,46234,39.778492,-86.336374,Encntr for routine child health exam w/o abnormal findings
62,651,140516,FRESENIUS MEDICAL CARE NEPHROLOGY,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,710 PARK PLACE,,MISHAWAKA,IN,46545,41.69425,-86.17487,End stage renal disease
687,969,78945,INDIANAPOLIS EYE CARE CENTER,Optometrist,Optometrist,501 INDIANA AVE #100,,INDIANAPOLIS,IN,46202,39.77447,-86.16533,"Myopia, bilateral                                                                                   "
88,137,744,AMERICAN HEALTH ASSOCIATES,Laboratory,Independent Lab,EXECUTIVE PARK SUITE 600,SHERBURN LANE,LOUISVILLE,KY,40207,38.25554,-85.64739,"Anemia, unspecified                                                                                 "
45,56,1730,FRANCISCAN PHYSICIAN NETWORK,Clinic,Medical Clinic,1225 E COOLSPRING AVE,SUITE 2-C,MICHIGAN CITY,IN,46360,41.69475,-86.87674,"Hypothyroidism, unspecified                                                                         "
3760,6526,573131,IHC AT SOUTH BEND,Clinic,Federally Qualified Health Clinic (FQHC),1901 WESTERN AVE STE B,,SOUTH BEND,IN,46619,41.67214,-86.27778,Encntr for routine child health exam w/o abnormal findings
106,3349,3575706,HOOVERWOOD,Extended Care Facility,Nursing Facility,7001 HOOVER RD,,INDIANAPOLIS,IN,46260,39.877987,-86.17443,Unspecified dementia without behavioral disturbance
76,85,10829,SEE MORE EYE CARE INC,Optometrist,Optometrist,314 S CHESTNUT ST,,SEYMOUR,IN,47274,38.955323,-85.888975,"Hypermetropia, bilateral                                                                            "
287,4529,6162,NORTHWEST INDIANA NEPHROLOGY PC,Physician,Nephrologist,9660 WICKER AVE,,ST JOHN,IN,46373,41.443201,-87.470037,End stage renal disease
40,43,3488,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,General Surgeon,8040 CLEARVISTA PKWY,STE 460,INDIANAPOLIS,IN,46256,39.901631,-86.037888,Encntr for routine child health exam w/o abnormal findings
1284,1632,421019,DUPONT HOSPITAL,Hospital,Acute Care,2520 E DUPONT RD,,FORT WAYNE,IN,46825,41.172681,-85.107919,"Acute pharyngitis, unspecified                                                                      "
93,1482,1612989,LOWELL HEALTHCARE,Extended Care Facility,Nursing Facility,710 MICHIGAN ST,,LOWELL,IN,46356,41.29532,-87.416891,Essential (primary) hypertension
